"lambda, nm",intensivity (0 deg),intensivity (5 deg),intensivity (10 deg),intensivity (15 deg),intensivity (20 deg),intensivity (25 deg),intensivity (30 deg),intensivity (35 deg),intensivity (40 deg),intensivity (45 deg),intensivity (50 deg),intensivity (55 deg),intensivity (60 deg),intensivity (65 deg),intensivity (70 deg),intensivity (75 deg),intensivity (80 deg),intensivity (85 deg)
398.164,72.445,67.723,68.37,65.847,64.424,57.439,50.388,44.696,36.675,33.441,30.336,25.614,20.505,15.395,11.061,7.18,4.722,2.911
398.428,70.702,68.126,68.577,66.001,63.297,55.956,50.29,44.108,36.574,33.162,30.264,24.791,21.764,15.39,9.337,6.439,5.602,2.125
398.691,70.389,68.758,67.629,66.499,60.414,56.336,49.184,43.538,36.073,33.814,31.117,24.467,21.016,14.931,10.163,6.462,5.207,2.698
398.955,68.75,69.493,67.389,65.903,58.973,55.384,48.639,42.76,35.891,33.045,30.693,23.267,19.802,13.985,9.282,6.683,4.517,3.094
399.219,68.149,69.001,68.392,64.555,58.709,54.324,48.356,43.179,35.323,33.009,29.963,22.899,19.184,13.946,9.866,6.577,4.019,3.776
399.483,67.649,66.867,67.048,64.101,58.689,52.495,48.286,42.574,34.576,31.87,28.683,23.331,18.581,12.087,9.922,6.194,3.608,2.886
399.747,68.045,66.332,66.037,62.788,59.539,52.688,49.025,43.532,35.086,32.841,29.592,24.04,18.488,13.703,10.691,7.265,4.843,2.599
400.011,67.925,66.038,66.392,63.267,59.67,52.712,48.231,42.217,35.495,32.606,28.774,22.995,17.866,13.149,9.788,5.012,4.186,2.535
400.275,68.783,66.453,66.453,63.133,60.28,51.019,48.282,40.885,36.459,32.732,29.062,23.937,17.705,14.386,9.668,6.348,4.252,1.165
400.539,68.132,67.669,65.703,63.389,61.307,51.301,47.426,40.37,36.784,33.083,29.902,24.407,17.351,14.806,9.717,7.172,4.049,0.983
400.803,68.2,68.666,64.764,64.764,61.211,53.058,46.593,40.711,37.391,32.033,29.819,23.529,17.065,12.988,9.785,5.999,4.776,1.456
401.066,67.278,67.45,64.298,63.897,58.281,52.894,45.673,40.516,36.734,30.888,28.367,22.12,15.014,11.805,9.628,5.673,4.413,0.573
401.330,67.735,67.048,65.732,62.986,57.666,51.945,45.652,41.705,36.67,30.492,29.977,21.51,16.362,12.071,9.783,4.977,4.805,0.858
401.594,67.22,66.991,66.419,61.785,57.838,50.801,46.11,40.789,36.613,31.693,30.835,21.11,17.277,13.387,8.867,4.748,3.318,1.03
401.858,67.266,65.75,64.851,61.145,57.215,50.758,45.031,40.483,36.889,32.791,29.927,21.505,16.676,12.914,8.759,5.278,3.706,1.179
402.122,67.18,65.805,64.431,59.868,57.889,50.357,45.08,39.252,37.163,33.04,29.852,21.55,16.658,11.93,8.576,6.927,3.518,1.374
402.386,66.81,66.058,64.823,59.506,56.821,50.376,45.435,39.044,37.003,33.62,29.914,22.449,17.186,12.03,8.056,8.271,4.619,2.578
402.649,66.685,65.129,64.109,59.549,56.491,49.946,45.494,40.29,36.856,32.296,29.024,22.8,16.953,12.983,6.813,6.491,4.238,1.288
402.913,64.488,63.203,62.239,59.507,54.687,48.473,43.814,39.475,36.101,31.066,28.066,21.693,15.479,13.23,5.945,4.499,2.946,0.0
403.177,63.444,63.444,61.169,59.152,54.395,47.88,43.433,38.883,35.626,31.954,28.594,21.406,15.667,13.444,6.774,5.688,3.206,0.776
403.441,63.535,63.535,60.488,57.796,54.749,48.451,43.931,38.04,35.907,32.605,28.746,21.94,16.15,13.255,8.024,5.587,3.707,2.082
403.705,63.049,63.857,60.475,56.234,53.407,49.52,43.513,39.122,35.79,33.014,28.47,22.564,16.608,12.771,8.43,5.098,4.493,2.928
403.968,63.749,64.392,60.386,57.319,53.709,48.764,44.313,40.307,35.213,33.333,29.426,22.997,16.963,13.353,8.655,6.825,4.649,3.759
404.232,62.757,62.903,60.362,58.358,52.297,47.41,43.842,40.616,35.679,33.871,29.472,22.336,16.764,13.245,8.309,6.989,5.279,3.275
404.496,62.75,61.628,59.629,57.484,51.243,47.489,42.906,39.834,35.885,33.496,28.181,21.989,16.187,11.507,8.679,5.802,3.462,1.609
404.760,62.56,61.213,59.336,55.294,51.396,47.161,42.204,39.557,36.189,33.446,26.805,22.137,15.014,11.742,8.037,5.919,3.657,1.732
405.023,61.95,60.707,59.56,55.784,52.438,46.989,41.778,39.006,35.229,33.317,27.438,21.797,15.105,12.333,7.027,5.019,3.728,1.482
405.287,61.535,60.161,59.119,57.65,52.108,46.376,42.16,39.981,35.955,33.302,27.38,21.033,15.869,13.169,7.342,4.832,4.595,2.226
405.551,61.098,60.764,57.947,57.136,51.695,46.014,41.814,40.716,36.42,31.933,25.871,19.57,14.797,11.695,6.683,4.63,3.15,2.243
405.815,60.797,61.462,57.997,57.523,51.827,46.796,42.098,39.82,36.07,32.843,26.768,20.028,13.431,10.584,6.739,5.031,3.18,1.424
406.078,60.0,60.238,58.147,57.815,51.116,45.938,41.758,39.05,35.249,32.874,27.601,19.762,12.684,9.929,7.126,3.8,2.375,0.0
406.342,60.865,59.831,57.056,56.632,51.364,45.767,42.474,39.37,35.654,34.102,27.893,20.226,13.452,10.489,8.796,4.421,2.493,0.753
406.606,60.765,59.751,57.722,55.371,52.513,46.104,42.508,40.341,37.575,33.702,28.124,21.116,14.984,11.618,9.359,5.994,3.135,1.706
406.869,59.344,59.207,57.657,55.059,51.778,45.26,42.89,41.112,37.147,33.455,27.712,21.149,14.312,11.668,8.113,5.196,3.099,1.504
407.133,58.124,58.303,56.373,54.803,51.122,44.838,43.357,40.754,36.041,34.156,26.93,20.242,14.138,11.445,7.81,5.206,2.917,1.212
407.397,58.98,57.251,55.477,53.126,50.421,45.499,41.685,40.177,36.053,33.614,26.253,18.758,13.836,10.643,7.14,4.967,2.439,0.665
407.660,58.3,57.155,55.086,52.092,49.097,46.852,41.568,40.335,35.755,33.069,26.024,19.463,13.518,10.612,7.133,3.743,2.686,1.497
407.924,57.385,57.124,54.865,52.259,47.958,46.481,41.225,38.445,35.752,32.537,24.24,19.461,14.335,10.122,6.516,3.866,3.041,1.738
408.188,56.858,56.136,53.758,53.206,48.408,44.586,40.764,39.448,35.924,32.442,24.459,18.174,14.013,10.318,6.879,5.18,3.567,1.911
408.451,55.532,55.574,53.101,52.766,48.407,44.216,41.534,40.36,34.828,32.397,25.692,17.77,14.124,10.645,6.454,4.61,2.808,1.215
408.715,54.595,54.969,52.349,50.936,47.609,43.825,41.455,39.335,34.179,31.933,24.823,17.464,13.514,9.356,5.863,4.241,3.41,0.0
408.978,55.039,55.827,52.675,50.353,47.864,45.251,40.73,39.693,35.587,31.978,25.301,18.125,12.692,9.871,6.014,4.77,3.277,0.0
409.242,54.073,54.622,52.469,49.472,47.32,45.167,40.523,39.13,34.909,31.912,23.639,17.138,11.65,8.358,4.137,2.702,1.435,0.0
409.506,53.658,53.283,51.538,50.249,47.465,45.345,40.565,38.612,35.37,32.876,23.732,17.914,12.51,9.102,4.53,3.533,1.995,0.0
409.769,53.916,53.137,51.292,50.431,46.986,44.69,40.713,38.13,36.162,32.923,23.862,17.466,12.956,10.004,6.109,5.125,2.829,0.861
410.033,53.944,52.958,51.027,49.055,45.686,43.714,40.592,38.291,36.031,32.087,24.076,16.886,12.777,9.778,5.218,4.067,2.383,0.945
410.296,54.423,53.03,51.474,48.771,45.659,43.694,41.032,39.189,36.118,32.473,23.915,17.731,12.695,10.319,5.61,3.358,2.416,1.024
410.560,54.335,52.472,50.648,49.392,45.948,44.611,41.613,39.87,36.102,31.686,23.379,18.193,12.439,10.332,6.686,4.011,3.566,1.783
410.824,53.619,52.259,50.58,48.621,45.222,44.582,41.383,40.504,35.546,31.387,23.271,17.553,12.675,9.556,6.238,3.958,3.359,1.679
411.087,53.139,51.717,50.217,49.467,45.638,44.295,41.65,40.505,36.557,31.109,23.529,17.173,12.791,9.593,6.119,3.356,3.237,2.092
411.351,52.9,52.038,49.843,48.824,46.591,44.553,42.124,39.851,36.207,31.23,23.707,17.006,13.049,9.444,5.878,3.762,3.605,1.92
411.614,52.789,51.356,49.961,48.335,46.243,43.958,42.332,39.698,35.786,31.371,23.857,17.273,12.974,10.341,6.197,3.912,2.789,2.053
411.878,52.577,50.731,49.731,47.577,46.423,43.231,42.5,40.308,36.154,31.885,24.077,16.923,13.192,9.692,5.962,4.038,2.923,1.769
412.141,51.875,50.765,49.923,47.246,45.677,43.076,42.655,40.474,36.649,30.91,23.833,16.756,12.93,9.22,6.236,5.011,3.099,1.798
412.405,50.607,51.063,49.241,46.431,44.343,43.166,41.61,40.471,36.636,30.03,23.349,16.932,12.225,9.339,6.644,5.467,3.037,1.86
412.668,49.962,50.491,48.413,45.503,44.633,42.971,41.686,40.627,35.979,30.008,22.6,16.893,11.791,8.768,6.5,4.875,2.759,2.116
412.932,50.19,50.266,47.798,46.507,44.419,42.445,42.141,40.433,35.308,30.448,23.045,16.629,11.01,8.276,5.163,3.91,3.075,0.721
413.195,49.963,49.552,47.388,46.269,43.955,42.948,41.53,39.515,35.522,30.299,22.724,15.784,11.306,7.575,4.925,3.806,3.545,1.007
413.459,49.132,48.91,48.282,45.438,44.662,43.886,42.335,39.638,36.092,30.033,21.611,15.774,11.489,7.388,5.32,3.731,2.734,1.108
413.722,49.059,49.612,49.28,45.7,45.33,44.297,43.817,40.126,37.025,30.269,21.632,16.168,12.329,7.752,6.275,4.282,2.953,1.329
413.986,49.272,49.16,48.526,46.025,44.457,43.897,43.113,39.679,36.543,29.003,20.866,14.782,10.825,7.092,4.554,3.21,2.202,0.373
414.249,50.446,50.186,49.034,47.028,46.137,44.094,43.276,40.527,36.478,29.458,22.325,15.007,11.404,7.058,5.684,4.012,2.712,1.374
414.512,49.908,51.016,48.984,46.952,46.546,44.256,43.665,41.153,37.163,30.255,23.088,15.331,11.341,8.016,5.726,4.248,3.694,1.552
414.776,49.446,49.335,48.486,46.64,45.827,44.239,42.762,41.728,36.521,29.985,22.563,15.436,10.894,8.124,4.838,4.062,2.253,1.145
415.039,48.787,48.272,48.051,46.949,45.699,43.603,41.912,41.066,36.434,29.522,21.176,15.368,11.103,8.529,4.632,4.559,1.875,0.809
415.303,48.902,47.767,48.206,47.548,45.278,43.887,42.716,40.227,36.384,28.77,20.205,15.154,11.018,7.906,4.758,3.917,2.013,1.281
415.566,49.077,47.521,47.847,47.485,44.083,44.083,43.069,39.341,36.265,28.339,20.159,14.549,10.858,7.818,4.524,3.764,2.353,1.629
415.830,48.612,47.422,47.061,46.232,43.996,44.068,42.589,39.452,35.629,28.417,19.762,14.425,9.665,7.104,4.904,3.859,1.551,1.875
416.093,48.58,48.184,46.926,46.278,44.732,44.301,42.934,39.986,35.491,28.263,19.741,14.527,9.96,7.443,5.358,4.351,1.69,2.229
416.356,48.18,48.216,46.966,45.253,44.932,43.933,43.433,39.971,35.332,27.445,18.951,14.204,10.35,6.995,4.961,3.605,1.535,1.784
416.620,47.825,48.143,46.445,45.667,44.747,43.686,44.004,39.936,35.232,27.697,18.748,13.972,10.789,7.252,4.563,3.29,2.441,1.875
416.883,47.861,47.652,46.122,46.365,44.626,43.617,43.548,39.339,35.026,27.791,19.304,13.948,10.122,7.165,4.557,3.2,2.574,1.6
417.146,47.321,47.356,46.595,46.768,45.385,43.83,43.242,39.06,34.048,27.204,18.804,14.034,9.471,6.498,4.286,3.18,2.489,0.899
417.410,47.22,47.872,47.666,46.706,46.259,44.235,43.377,39.842,34.283,27.282,18.737,12.869,10.021,6.623,5.182,3.466,2.608,1.167
417.673,47.667,47.13,46.291,45.653,45.217,44.646,43.068,39.812,33.971,26.586,17.825,12.722,9.869,6.747,5.27,3.726,2.719,1.678
417.936,47.053,46.159,44.967,45.298,44.437,44.967,42.781,39.735,33.543,25.695,17.417,12.252,8.907,6.523,4.305,3.411,2.318,1.623
418.200,46.348,46.647,45.618,45.883,44.754,44.688,42.331,39.675,32.902,25.432,17.762,12.185,8.234,6.242,4.05,3.22,2.722,0.83
418.463,46.638,46.374,47.1,46.341,44.463,44.43,41.727,39.684,32.597,25.082,18.062,11.8,7.91,5.241,3.691,3.23,2.307,0.989
418.726,47.03,45.836,47.773,45.771,44.513,43.641,42.059,38.961,32.214,24.467,17.398,11.62,8.554,5.423,3.131,3.228,1.42,1.42
418.990,48.312,46.962,48.087,45.902,45.419,43.587,43.748,39.119,32.53,24.237,17.101,12.086,8.261,6.204,3.214,3.279,2.154,1.221
419.253,47.815,47.308,48.48,45.978,46.073,43.794,43.857,39.36,32.046,24.288,17.448,12.096,8.043,6.523,3.863,3.357,3.198,1.837
419.516,47.133,47.571,47.415,45.472,45.91,44.281,42.745,39.016,32.122,23.692,16.766,11.564,7.96,5.704,3.635,2.914,2.852,1.003
419.780,47.755,48.126,47.29,45.339,45.618,44.317,42.862,39.486,32.084,23.444,16.104,11.923,8.362,5.544,3.716,3.097,2.601,1.456
420.043,46.939,47.526,46.413,45.022,45.424,44.496,41.991,39.518,31.107,22.758,14.904,10.606,7.05,4.762,3.278,1.67,1.639,0.34
420.306,47.257,47.196,46.889,46.368,45.817,44.867,41.955,39.074,31.597,23.414,14.864,10.144,7.049,4.658,4.321,2.084,1.839,0.644
420.569,48.038,47.338,46.79,46.486,45.239,45.117,42.105,39.033,32.035,22.452,14.846,10.04,7.089,4.655,4.411,2.464,2.556,0.7
420.833,48.081,47.084,46.721,45.633,44.817,44.908,42.732,38.713,31.218,21.003,13.841,9.912,7.344,4.05,4.08,2.539,2.418,0.665
421.096,48.069,47.441,47.112,45.884,45.226,45.076,43.34,38.701,30.949,21.67,14.606,10.386,7.513,4.699,4.16,3.083,2.843,1.078
421.359,47.867,46.919,46.268,46.327,44.905,45.201,43.276,38.774,30.806,22.068,14.959,10.397,7.227,5.273,3.999,3.347,2.755,1.422
421.622,47.974,46.712,46.066,46.154,45.156,44.715,42.66,38.373,30.123,21.58,14.974,9.924,6.87,4.991,3.729,3.464,2.202,0.94
421.886,47.944,47.11,46.534,46.247,46.218,45.24,42.537,38.136,29.997,21.455,15.387,10.411,7.391,5.464,4.055,3.796,2.703,2.042
422.149,47.861,46.948,46.805,45.95,45.493,45.665,42.128,37.678,29.949,21.278,14.946,10.553,7.074,5.305,4.392,3.337,2.082,2.054
422.412,48.003,47.404,47.034,46.178,45.151,45.55,42.413,37.764,29.264,20.964,14.575,9.755,6.389,5.362,3.679,2.909,2.282,1.711
422.675,48.603,47.406,47.52,46.836,45.81,45.553,42.275,38.027,29.475,20.525,13.626,9.436,5.929,5.331,3.079,2.993,2.166,0.855
422.938,49.001,48.259,48.002,47.517,45.947,46.29,42.979,38.156,29.652,20.519,12.957,8.904,5.479,4.966,2.882,2.74,1.741,0.656
423.201,48.742,48.374,48.035,46.932,45.519,45.802,43.172,37.829,28.895,19.96,12.383,9.075,5.598,4.213,3.223,2.516,1.47,0.961
423.465,48.401,47.512,47.984,46.455,45.76,45.51,42.869,38.032,28.691,19.183,12.399,9.202,5.977,4.309,3.253,2.78,1.779,1.168
423.728,47.909,46.625,47.855,46.215,46.433,45.422,42.771,37.196,28.669,19.322,12.462,8.964,6.149,4.947,3.362,3.225,1.394,1.011
423.991,47.921,46.66,47.652,46.499,46.123,45.747,42.179,36.383,27.529,18.997,12.906,7.996,6.01,4.991,3.595,3.112,1.878,0.885
424.254,49.301,48.166,47.717,47.849,46.292,46.266,42.518,37.002,28.134,19.319,13.17,8.525,6.361,5.146,3.774,3.405,2.586,2.217
424.517,48.654,47.686,47.268,47.477,45.908,45.778,42.092,36.706,27.817,18.327,12.366,8.078,5.882,4.444,2.771,3.242,2.327,2.17
424.780,48.61,46.988,47.297,47.503,46.087,45.237,41.452,36.123,27.317,18.718,11.663,7.904,4.84,4.3,2.987,3.759,2.137,2.188
425.043,49.151,47.324,47.787,47.761,46.243,44.931,41.714,35.615,26.608,18.039,11.426,7.36,4.426,3.86,2.856,2.676,1.724,1.312
425.307,49.424,47.937,48.988,47.246,46.221,44.709,41.763,35.332,25.954,17.499,10.71,7.43,4.817,3.741,2.69,2.306,1.87,1.076
425.570,49.749,48.293,48.896,47.088,46.436,44.227,40.989,35.115,25.678,17.696,10.818,7.806,5.321,3.765,3.062,2.61,1.983,1.807
425.833,49.483,48.056,48.524,47.564,46.161,44.39,41.043,34.892,24.779,16.954,10.679,7.628,4.995,3.174,3.273,2.879,1.895,1.772
426.096,49.524,47.695,48.378,47.695,46.353,44.645,41.327,34.301,24.152,16.101,9.758,7.172,4.782,2.879,2.879,2.537,1.903,1.0
426.359,49.335,47.545,48.585,47.594,46.82,43.918,40.943,34.631,24.571,15.961,9.94,6.868,4.692,3.41,2.563,2.322,1.959,1.282
426.622,48.998,48.467,48.756,48.032,46.824,44.192,41.149,34.581,24.028,15.359,9.877,6.81,3.985,3.091,2.753,2.028,1.811,0.966
426.885,48.954,48.737,48.93,48.136,46.861,44.72,41.063,34.424,24.344,14.915,9.622,6.712,4.065,2.983,2.983,2.55,1.66,1.54
427.148,49.02,48.712,49.35,47.838,46.704,45.145,40.704,34.656,24.215,15.403,9.78,6.804,4.654,3.473,3.496,2.977,2.528,1.465
427.411,49.097,48.37,49.073,47.455,46.728,44.921,40.816,34.67,23.223,15.482,9.477,6.498,4.762,3.354,3.237,2.604,2.322,1.361
427.674,49.007,48.002,48.867,47.441,46.997,44.099,40.523,34.237,22.973,15.12,9.044,6.123,4.627,3.669,2.875,2.337,2.057,1.332
427.937,49.488,48.556,49.255,48.114,46.623,44.504,40.661,34.024,23.591,14.905,9.571,6.497,5.03,4.145,2.701,2.795,2.236,1.793
428.200,50.268,49.243,49.219,49.033,47.285,45.094,40.55,34.281,23.118,15.008,9.625,6.502,4.731,4.638,2.797,2.913,2.913,1.748
428.463,50.349,49.605,49.023,49.047,47.07,45.116,40.07,33.767,22.698,14.837,9.302,6.279,4.558,4.535,2.791,3.0,2.907,1.628
428.726,50.116,49.511,49.186,48.976,46.673,45.184,40.205,33.015,22.336,14.914,9.051,6.305,4.374,3.909,2.908,2.769,2.303,1.419
428.989,50.046,50.439,49.676,49.514,47.086,45.143,40.68,32.169,21.832,14.593,8.927,6.267,4.001,4.302,2.914,2.405,1.943,1.665
429.252,50.622,50.483,49.586,49.77,47.767,45.166,40.193,31.607,21.317,13.743,9.047,6.192,4.121,3.959,3.315,2.578,2.187,1.934
429.515,51.836,50.196,50.474,50.243,48.695,45.969,40.263,32.432,21.113,13.375,8.732,6.075,4.066,3.673,2.818,3.049,2.402,1.802
429.778,51.283,49.896,50.474,50.081,48.81,46.083,40.074,32.008,20.938,12.618,8.389,5.801,3.767,3.282,2.681,3.074,2.404,1.572
430.041,50.481,50.229,50.412,50.32,48.421,45.515,39.268,31.213,20.847,12.357,8.627,5.904,4.073,3.318,2.654,2.7,2.471,1.373
430.304,50.586,50.271,50.767,49.887,48.038,44.813,39.355,30.74,20.185,12.201,8.818,5.751,3.969,3.473,3.0,2.503,2.526,1.94
430.567,51.19,50.456,50.767,49.878,47.832,44.363,39.315,30.576,20.147,12.764,8.784,5.826,4.292,3.58,3.135,2.602,2.891,2.201
430.830,50.351,49.956,49.583,48.902,47.078,44.42,38.554,29.108,19.662,12.434,8.656,5.338,4.24,3.427,3.141,2.702,2.153,1.56
431.093,49.967,49.792,49.945,48.282,46.509,44.561,37.514,28.102,18.757,11.403,7.748,4.137,3.48,2.867,2.254,1.729,1.904,0.744
431.356,50.718,50.109,50.479,48.737,46.495,44.101,37.614,28.755,18.35,11.21,7.379,4.658,3.809,3.135,2.133,1.828,2.503,1.306
431.619,50.237,50.129,49.785,48.774,46.624,43.312,37.247,28.645,17.763,10.903,7.032,4.344,3.871,3.419,2.065,2.581,2.774,1.419
431.882,50.496,49.525,49.525,48.829,46.066,42.691,37.46,27.842,17.781,10.736,7.066,4.978,4.155,3.733,2.869,3.248,3.037,2.046
432.145,50.136,49.655,49.718,48.714,46.078,42.502,37.189,27.672,17.737,10.688,6.881,4.957,3.995,3.577,2.866,3.577,3.075,2.364
432.407,49.855,49.813,49.398,48.297,45.825,42.813,36.643,27.025,16.888,10.012,6.481,4.383,3.552,3.012,2.721,3.344,2.451,1.828
432.670,50.98,49.825,49.329,48.257,46.173,42.789,35.672,26.222,16.608,9.821,6.437,4.415,3.136,3.404,2.331,3.053,2.476,1.527
432.933,50.997,50.031,49.435,48.757,46.476,42.86,35.689,26.135,16.108,10.109,6.452,4.52,3.411,3.575,2.322,2.651,2.301,1.541
433.196,50.57,49.572,49.491,48.636,46.091,42.366,35.749,25.692,15.594,9.792,6.189,4.255,3.441,3.135,2.158,2.463,2.382,1.262
433.459,50.352,49.466,49.386,48.46,45.621,41.856,35.313,25.186,15.502,8.818,6.141,4.208,3.604,2.859,2.356,2.496,2.134,1.027
433.722,50.693,50.211,49.408,48.324,45.533,41.638,34.13,24.774,15.158,8.372,5.802,3.814,3.353,2.208,2.249,2.208,2.188,1.084
433.985,51.244,51.104,49.9,48.414,45.785,41.831,34.223,24.609,15.094,8.25,5.6,4.014,3.272,2.348,2.047,2.007,2.389,1.285
434.247,51.227,50.688,50.549,48.294,45.462,41.173,34.191,24.596,14.263,8.897,5.705,4.089,3.531,2.533,2.234,2.254,2.474,1.277
434.510,51.22,50.48,49.88,47.779,45.238,40.876,33.173,24.21,13.745,8.683,5.442,3.862,3.181,2.701,1.881,2.061,2.321,1.1
434.773,51.278,50.819,49.521,47.564,45.347,40.855,33.087,23.442,13.558,7.808,5.312,3.894,3.155,2.716,2.436,2.097,2.097,1.238
435.036,51.356,50.881,49.673,47.239,45.181,40.946,32.238,22.917,13.22,7.56,5.403,3.661,3.206,2.731,2.553,2.454,2.355,1.385
435.299,51.238,50.629,49.784,47.425,45.322,40.546,32.292,22.759,12.932,7.822,5.228,3.616,3.145,2.614,2.928,2.732,2.771,1.513
435.561,51.345,50.344,50.01,48.145,45.69,40.232,32.083,22.344,12.763,7.736,5.321,3.731,2.867,2.729,3.161,2.494,2.729,1.767
435.824,51.117,50.235,49.334,47.668,45.102,39.636,31.681,21.415,12.147,7.328,5.192,3.605,2.782,2.684,2.684,1.9,2.351,1.724
436.087,50.854,50.442,49.362,47.341,45.142,39.627,31.953,21.079,11.835,7.458,5.142,3.67,3.238,2.748,2.512,2.08,2.355,1.59
436.350,51.239,50.944,50.059,47.818,45.576,39.796,31.852,20.92,11.836,7.354,5.269,3.657,2.949,2.969,2.281,2.32,2.635,1.927
436.612,51.514,51.14,50.157,47.798,45.399,39.815,30.751,20.783,12.19,7.098,4.817,3.637,2.753,2.93,2.163,2.241,2.89,2.123
436.875,52.013,51.168,50.324,47.614,45.121,39.427,30.414,20.401,12.036,7.01,4.85,3.652,2.788,2.769,2.533,2.769,3.004,1.826
437.138,52.158,50.942,50.235,47.293,44.37,38.839,29.953,19.91,11.397,6.61,4.59,3.295,2.923,2.197,2.511,2.511,2.158,1.569
437.401,51.939,50.322,49.581,46.736,43.637,38.511,29.098,18.944,11.011,6.1,4.541,3.138,2.592,2.475,2.358,2.202,1.851,1.618
437.663,51.819,50.496,49.796,46.994,43.822,38.509,28.507,18.428,10.625,6.227,4.086,3.016,2.16,2.218,2.355,2.608,1.907,1.343
437.926,51.497,50.441,49.251,46.699,43.474,37.716,28.177,17.62,10.384,6.296,3.839,3.013,1.996,2.61,2.821,3.071,2.495,1.209
438.189,51.301,50.617,49.174,46.402,43.118,37.232,27.511,17.012,10.328,6.417,4.025,3.171,2.563,3.019,2.905,3.038,2.753,1.652
438.452,50.777,50.967,49.185,46.132,42.928,36.595,26.602,16.534,9.898,6.2,3.982,2.882,2.806,2.692,2.143,2.351,2.218,1.536
438.714,50.47,51.166,48.758,46.633,42.682,36.588,26.223,16.591,9.97,6.264,4.082,3.236,2.746,2.558,2.239,2.389,2.822,1.618
438.977,50.609,51.058,48.811,46.844,43.098,36.055,25.81,16.408,9.946,6.087,3.877,3.315,3.034,2.903,2.397,2.772,3.222,2.004
439.240,50.741,50.685,48.79,46.595,43.013,35.547,25.774,16.338,9.529,5.627,3.602,2.926,2.832,2.757,2.57,2.626,3.189,2.232
439.502,50.622,50.232,48.486,45.829,41.891,34.72,25.803,15.92,8.88,5.332,3.511,2.582,2.545,2.675,2.155,2.322,2.842,1.913
439.765,49.489,49.161,47.812,45.204,40.773,33.972,24.982,15.481,8.406,5.179,3.556,2.626,2.407,2.644,2.115,2.772,2.717,2.079
440.028,49.369,48.792,47.313,45.438,40.588,33.79,24.089,14.84,8.348,5.265,3.372,2.903,2.687,2.56,2.344,3.228,2.56,2.2
440.290,49.349,48.511,47.155,45.14,40.271,33.601,23.631,14.357,8.275,5.44,3.567,3.496,2.889,2.604,2.8,3.192,2.747,2.55
440.553,49.258,49.028,47.296,44.556,40.209,33.051,23.4,14.687,8.731,5.567,4.03,3.906,3.252,2.793,3.075,3.588,3.075,2.775
440.815,49.529,49.28,47.378,44.978,39.929,32.391,22.56,14.311,8.32,5.209,3.787,3.04,2.933,2.631,2.684,3.076,2.969,2.24
441.078,49.162,48.95,47.115,44.733,39.739,31.992,22.163,14.205,8.347,5.029,3.6,2.912,2.876,2.612,2.576,3.035,3.282,2.47
441.341,48.362,48.136,46.498,44.721,39.094,30.941,21.185,13.641,7.787,4.878,3.415,2.631,2.213,2.439,2.474,2.805,2.944,2.404
441.603,48.001,47.778,46.593,44.774,38.287,30.221,20.611,13.094,7.534,5.063,3.69,2.591,2.591,2.849,2.746,3.106,3.381,2.66
441.866,47.932,47.726,45.966,44.0,37.795,29.726,20.222,12.222,7.231,4.684,3.47,2.41,2.444,2.872,2.581,3.009,2.991,2.171
442.128,48.065,47.878,46.029,43.788,37.729,29.515,19.62,11.881,7.247,4.837,3.242,2.597,2.478,3.004,2.614,3.276,3.191,1.986
442.391,47.639,47.773,46.048,42.8,37.24,29.203,19.658,11.889,7.217,4.622,3.533,2.528,2.981,3.248,2.964,3.717,3.617,2.763
442.654,46.78,47.01,44.984,41.921,36.501,28.513,19.19,11.267,6.638,4.612,3.657,2.586,2.619,3.13,2.603,3.591,3.64,2.85
442.916,46.174,46.483,44.432,41.664,36.096,27.581,18.821,10.729,6.382,4.591,3.207,2.393,2.589,2.882,2.768,3.452,3.794,2.752
443.179,46.246,46.409,44.54,41.81,35.489,27.283,18.655,10.465,6.467,4.712,3.201,2.454,2.714,2.909,2.892,3.721,4.062,2.779
443.441,45.629,46.146,44.725,40.572,34.432,26.676,17.693,10.082,6.269,4.346,2.957,2.472,2.585,2.698,2.747,3.474,3.49,2.472
443.704,45.443,45.796,44.736,39.576,34.158,26.009,16.444,9.934,5.899,4.035,2.861,2.299,2.572,2.347,2.652,3.344,2.942,2.62
