Место,ID,Тип экзамена,Балл экзамена,ИД,Сумма баллов,Средний балл,Приоритет,Согласие,Статус <?>,Главный приоритет,Наивысший приоритет прохода
1,4953905,Призер ЯП,100,1,101,4.8382,4,+,in_another_order,-,-
2,3636244,ЯП,100,0,100,4.3623,2,+,in_another_order,-,-
5,4362539,МегаОлимпиада ИТМО,100,0,100,4.9118,4,+,in_another_order,-,-
6,4981178,КД,100,0,100,4.4118,5,+,in_another_order,-,-
7,4881660,Мегашкола,100,0,100,4.7679,4,+,in_another_order,-,-
8,3687088,Мегашкола,100,0,100,4.6984,3,-,pass_another,-,-
9,4849739,Мегашкола,100,0,100,4.6923,3,+,in_another_order,-,-
10,4981176,Мегашкола,100,0,100,4.4839,3,+,in_another_order,-,-
11,4062909,Мегашкола,100,0,100,4.4603,3,+,in_another_order,-,-
12,4549290,Мегашкола,100,0,100,4.2419,3,+,in_another_order,-,-
13,5179945,Мегашкола,100,0,100,4.0781,4,+,in_another_order,-,-
14,4970062,Мегашкола,100,0,100,3.8939,4,-,pass_another,-,-
15,3831338,КП,100,0,100,4.8413,5,+,in_another_order,-,-
16,4980953,КП,100,0,100,4.6250,4,+,in_another_order,-,-
17,5084638,КП,100,0,100,4.5147,1,+,in_order,+,+
18,4999944,КП,100,0,100,4.5079,1,+,in_order,+,+
19,3868633,КП,100,0,100,4.5000,1,+,in_order,+,+
20,4231087,КП,100,0,100,4.4848,2,+,in_another_order,-,-
21,4544591,КП,100,0,100,4.4603,1,+,in_order,+,+
22,5072755,КП,100,0,100,4.4444,1,+,in_order,+,+
23,3603983,КП,100,0,100,4.3226,1,+,in_order,+,+
24,4701496,КП,100,0,100,4.2540,1,+,in_order,+,+
25,4256698,КП,100,0,100,4.2381,1,+,in_order,+,+
26,5048104,КП,100,0,100,4.1538,2,+,in_another_order,-,-
27,3759665,КП,100,0,100,3.9333,3,-,pass_another,-,-
28,4824612,КП,100,0,100,3.5238,1,+,in_order,+,+
29,4254508,ЗИШ,100,0,100,4.9394,3,+,in_another_order,-,-
30,5048097,ЗИШ,100,0,100,4.8824,1,+,in_order,+,+
31,4068766,ЗИШ,100,0,100,4.8730,2,+,in_another_order,-,-
32,4723058,ЗИШ,100,0,100,4.7941,3,+,in_another_order,-,-
33,4999958,ЗИШ,100,0,100,4.7059,3,+,in_another_order,-,-
34,4589946,ЗИШ,100,0,100,4.6731,5,+,in_another_order,-,-
35,5007299,ЗИШ,100,0,100,4.6562,1,-,,-,-
36,4949675,ЗИШ,100,0,100,4.6286,2,+,in_another_order,-,-
37,4804760,ЗИШ,100,0,100,4.6053,2,+,in_another_order,-,-
38,4799968,ЗИШ,100,0,100,4.5000,5,+,in_another_order,-,-
39,4441261,ЗИШ,100,0,100,4.4627,1,-,,-,-
40,3932463,ЗИШ,100,0,100,4.4444,3,+,in_another_order,-,-
41,4432942,ЗИШ,100,0,100,4.4127,2,+,in_another_order,-,-
42,3648061,ЗИШ,100,0,100,4.3971,2,-,,-,-
43,4799972,ЗИШ,100,0,100,4.3750,2,+,in_another_order,-,-
44,3822794,ЗИШ,100,0,100,4.3226,2,+,in_another_order,-,-
45,3673031,ЗИШ,100,0,100,4.3043,2,+,in_another_order,-,-
46,3708583,ЗИШ,100,0,100,4.2982,3,+,in_another_order,-,-
47,4338592,ЗИШ,100,0,100,4.2778,3,+,in_another_order,-,-
48,3916761,ЗИШ,100,0,100,4.2576,3,+,in_another_order,-,-
49,4833237,ЗИШ,100,0,100,4.2432,2,+,in_another_order,-,-
50,4929281,ЗИШ,100,0,100,4.2188,4,+,in_another_order,-,-
51,5048103,ЗИШ,100,0,100,4.2115,2,+,in_another_order,-,-
52,4310890,ЗИШ,100,0,100,4.2063,5,+,in_another_order,-,-
53,4395093,ЗИШ,100,0,100,4.1613,2,+,in_another_order,-,-
54,3694475,ЗИШ,100,0,100,4.1463,2,+,in_another_order,-,-
55,5024737,ЗИШ,100,0,100,4.1346,2,+,in_another_order,-,-
56,3713173,ЗИШ,100,0,100,4.1176,2,+,in_another_order,-,-
57,4979888,ЗИШ,100,0,100,4.0000,2,+,in_another_order,-,-
58,4998954,ЗИШ,100,0,100,3.9839,2,-,,-,-
59,4282203,ЗИШ,100,0,100,3.9667,2,-,,-,-
60,4255979,ЗИШ,100,0,100,3.9180,2,+,in_another_order,-,-
61,5093295,ЗИШ,100,0,100,3.9091,3,+,in_another_order,-,-
62,5092691,ЗИШ,100,0,100,3.8281,1,+,,-,-
63,3820032,ЗИШ,100,0,100,3.8065,2,+,in_another_order,-,-
64,5036352,ЗИШ,100,0,100,3.6471,5,+,in_another_order,-,-
65,4203198,ЗИШ,100,0,100,3.2286,3,+,in_another_order,-,-
66,4212294,ВЭ,100,0,100,4.8667,1,-,,-,-
67,4347355,ВЭ,100,0,100,4.7188,2,-,,-,-
68,5111891,ВЭ,100,0,100,4.6418,1,-,,-,-
69,4153444,ВЭ,100,0,100,4.3810,1,-,,-,-
70,3722599,ВЭ,100,0,100,4.3651,1,-,,-,-
71,5045859,ВЭ,100,0,100,4.3333,1,-,,-,-
72,4694421,ВЭ,100,0,100,4.3088,3,+,in_another_order,-,-
73,4092374,ВЭ,100,0,100,4.2500,3,-,,-,-
74,4738022,ВЭ,100,0,100,4.2381,3,+,in_another_order,-,-
75,3662268,ВЭ,100,0,100,4.0312,4,-,,-,-
76,5132251,ВЭ,100,0,100,3.9683,3,+,,-,-
77,4799974,ВЭ,100,0,100,3.8537,2,+,in_another_order,-,-
78,5015608,ВЭ,100,0,100,3.8197,1,-,,-,-
79,3654088,ВЭ,100,0,100,3.6970,3,-,,-,-
80,4137596,ВЭ,100,0,100,3.6667,1,-,,-,-
81,4153749,ВЭ,100,0,100,3.5897,4,-,,-,-
82,4505363,ВЭ,100,0,100,3.5682,1,-,,-,-
83,4141809,ВЭ,100,0,100,3.5556,3,-,,-,-
3,3697867,Призер ЯП,100,0,100,4.3333,3,+,in_another_order,-,-
4,4934817,Призер ЯП,100,0,100,3.7111,4,+,in_another_order,-,-
84,4809276,ПИГА,70,1,71,4.9464,4,+,in_another_order,-,-
85,4469655,ПИГА,70,0,70,4.8806,3,+,in_another_order,-,-
86,3579545,ПИГА,70,0,70,4.8529,3,-,,-,-
87,3752477,ПИГА,70,0,70,4.8281,1,-,,-,-
88,4738021,ПИГА,70,0,70,4.8095,3,+,in_another_order,-,-
89,4065338,ПИГА,70,0,70,4.6912,3,-,,-,-
90,5084409,ПИГА,70,0,70,4.6349,3,+,in_another_order,-,-
91,3961714,ПИГА,70,0,70,4.5593,3,+,in_another_order,-,-
92,4010952,ПИГА,70,0,70,4.5484,3,+,in_another_order,-,-
93,3961713,ПИГА,70,0,70,4.5254,3,+,in_another_order,-,-
94,3814559,ПИГА,70,0,70,4.4717,2,-,,-,-
95,4170224,ПИГА,70,0,70,4.4677,4,+,in_another_order,-,-
96,4137463,ПИГА,70,0,70,4.4516,4,+,in_another_order,-,-
97,4645971,ПИГА,70,0,70,4.4444,5,+,,-,-
98,4137461,ПИГА,70,0,70,4.4262,3,-,,-,-
99,4989746,ПИГА,70,0,70,4.4032,4,-,,-,-
100,3831862,ПИГА,70,0,70,4.3235,4,+,in_another_order,-,-
101,4705903,ПИГА,70,0,70,4.3235,2,+,,-,-
102,3742703,ПИГА,65,0,65,4.4127,4,-,,-,-
103,4651532,ВЭ,60,0,60,4.0645,2,-,,-,-
